,time,diff
548,2019-01-17 08:59:44,-0.0013231039
549,2019-01-17 09:29:36,-7.557869e-05
550,2019-01-17 09:59:28,0.019987345
551,2019-01-17 10:29:20,0.009146452
552,2019-01-17 10:59:12,-0.016468525
553,2019-01-17 11:29:04,-0.04994154
554,2019-01-17 11:58:56,0.030793667
555,2019-01-17 12:30:56,0.019150734
556,2019-01-17 13:00:48,0.0023134947
557,2019-01-17 13:30:40,-0.10000229
558,2019-01-21 16:00:00,0.037436128
559,2019-01-21 16:29:52,0.078561425
560,2019-01-21 16:59:44,-0.02367866
561,2019-01-21 17:29:36,-0.08006728
562,2019-01-21 17:59:28,0.018692613
563,2019-01-21 18:29:20,-0.003902316
564,2019-01-21 18:59:12,0.0022878647
565,2019-01-21 19:29:04,-0.027902603
566,2019-01-21 20:01:04,0.02377534
567,2019-01-21 20:30:56,-0.004429817
568,2019-01-21 21:00:48,-0.012387514
569,2019-01-21 21:30:40,0.011487722
570,2019-01-21 22:00:32,-0.015828371
571,2019-01-21 22:30:24,0.013005018
572,2019-01-21 23:00:16,-0.024563551
573,2019-01-21 23:30:08,0.0063328743
574,2019-01-22 00:00:00,-0.0012395382
575,2019-01-22 00:29:52,0.039426565
576,2019-01-22 00:59:44,-0.044556618
577,2019-01-22 01:29:36,0.007527113
578,2019-01-22 01:59:28,-0.0046799183
579,2019-01-22 02:29:20,0.0105884075
580,2019-01-22 02:59:12,0.00050640106
581,2019-01-22 03:29:04,-0.009725332
582,2019-01-22 03:58:56,0.00612998
583,2019-01-22 04:30:56,0.0011582375
584,2019-01-22 05:00:48,-0.0057013035
585,2019-01-22 05:30:40,-0.0052850246
586,2019-01-22 06:00:32,0.0028729439
587,2019-01-22 06:30:24,-0.016132593
588,2019-01-22 07:00:16,-0.0006518364
589,2019-01-22 07:30:08,0.008788109
590,2019-01-22 08:00:00,-0.02946043
591,2019-01-22 08:29:52,0.007560253
592,2019-01-22 08:59:44,0.008610487
593,2019-01-22 09:29:36,-0.0014536381
594,2019-01-22 09:59:28,-0.0069770813
595,2019-01-22 10:29:20,-0.0067954063
596,2019-01-22 10:59:12,0.011044979
597,2019-01-22 11:29:04,-0.013001204
598,2019-01-22 12:01:04,0.0064156055
599,2019-01-22 12:30:56,-0.019749641
600,2019-01-22 13:00:48,0.013019562
601,2019-01-22 13:30:40,0.013924241
602,2019-01-22 14:00:32,-0.006593466
603,2019-01-22 14:30:24,-0.00038456917
604,2019-01-22 15:00:16,-0.01188159
605,2019-01-22 15:30:08,0.0059478283
606,2019-01-22 16:00:00,-0.009645462
607,2019-01-22 16:29:52,0.0020329952
608,2019-01-22 16:59:44,-8.368492e-05
609,2019-01-22 17:29:36,-0.003759861
610,2019-01-22 17:59:28,0.00959301
611,2019-01-22 18:29:20,-0.0019261837
612,2019-01-22 18:59:12,-0.008503914
613,2019-01-22 19:29:04,-0.031817913
614,2019-01-22 19:58:56,0.025303364
615,2019-01-22 20:30:56,0.0002849102
616,2019-01-22 21:00:48,-0.025388718
617,2019-01-22 21:30:40,0.023821115
618,2019-01-22 22:00:32,0.0065300465
619,2019-01-22 22:30:24,-0.017867327
620,2019-01-22 23:00:16,0.0066161156
621,2019-01-22 23:30:08,-0.02247858
622,2019-01-23 00:00:00,-0.029345036
623,2019-01-23 00:29:52,0.036940813
624,2019-01-23 00:59:44,-0.011086941
625,2019-01-23 01:29:36,0.005856037
626,2019-01-23 01:59:28,-0.0077855587
627,2019-01-23 02:29:20,-0.016907454
628,2019-01-23 02:59:12,0.032743216
629,2019-01-23 03:29:04,-0.018660784
630,2019-01-23 04:01:04,0.017834187
631,2019-01-23 04:30:56,-0.008763313
632,2019-01-23 05:00:48,0.0006029606
633,2019-01-23 05:30:40,-0.0019271374
634,2019-01-23 06:00:32,-0.025368929
635,2019-01-23 06:30:24,0.023023844
636,2019-01-23 07:00:16,0.00048804283
